"path","status","area","redesign_change","main_change","changed_since_v2","only_whitespace_vs_main","cleanup_action","main_blob","redesign_blob"
"docs/discovery-admin-guide-v2.md","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","94191ccc560c0e27e48fd0d231b46a4c8854fcbb","94191ccc560c0e27e48fd0d231b46a4c8854fcbb"
"docs/discovery-admin-guide.md","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","989cc969469adede80fa6af2b4b3d5ce33f2dcc0","989cc969469adede80fa6af2b4b3d5ce33f2dcc0"
"docs/discovery-admin-guide.pdf","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","d8a0e686da456155fb37ab2083d8dadf1600b17d","d8a0e686da456155fb37ab2083d8dadf1600b17d"
"docs/discovery-admin-quickref.html","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","c574eb9e0eb894e8266674c23b747f2e95315a1b","c574eb9e0eb894e8266674c23b747f2e95315a1b"
"docs/discovery-admin-quickref.pdf","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","d38f82b2f808d7efd15f8c2fa9f7c2a42d76985c","d38f82b2f808d7efd15f8c2fa9f7c2a42d76985c"
"docs/discovery-admin-release-runbook.md","both_changed_differently","Documentation","added","added","true","false","Preserved pending release decision","ddb3ef7e3628f4b87d9fcefbfce57d90a6b97a70","8ce6d31790c534c28178c9094ca9f42a0e43a6e7"
"docs/discovery-jobs-spec.md","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","1e2bef501b7636f079cda5abbe72e871873fefc2","1e2bef501b7636f079cda5abbe72e871873fefc2"
"docs/discovery-queue-semantics.md","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","69f822a76c0f8f6090aadf9e128f80e95e0b1ee2","69f822a76c0f8f6090aadf9e128f80e95e0b1ee2"
"docs/discovery-remaining-surfaces.md","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","add46426042c157962c7115e3d34af4533796680","add46426042c157962c7115e3d34af4533796680"
"docs/discovery-ux-decisions.md","already_on_main_identical","Documentation","added","added","true","false","Preserved pending release decision","22003b3583434c27e33b9f693312d214e5d2c030","22003b3583434c27e33b9f693312d214e5d2c030"
"docs/generated/supabase-public-schema.md","main_only_change","Documentation","unchanged","modified","false","false","Preserved pending release decision","2341a65bd4a0351778ffb223d2e267ef107d3a29","3ab7c12f7cc3bfc67fb1be3af9d9cabc34b30239"
"next.config.ts","both_changed_differently","Build and development tooling","modified","modified","true","false","Preserved pending release decision","bd32b30290815eb8ece078ee781bad4d34a522cb","cb0abb05ae8a05e0f8b3f280efe59834fd43d32e"
"package-lock.json","redesign_only_change","Build and development tooling","modified","unchanged","true","false","Preserved pending release decision","988f10f76a5e6771f00c4f06dfdfbc200c33ce41","5a7fdf2c1effec23621a9c7b675c736bb8572b51"
"package.json","redesign_only_change","Build and development tooling","modified","unchanged","true","false","Preserved pending release decision","2d8df61faf802e8a5a92ff258af25e266e4533b9","8e930d4ff94bff4f723afea8c5af025ff887810d"
"sql/2026-08-13_add_legends_library.sql","main_only_change","Database migrations","unchanged","added","false","false","Preserved pending release decision","2af4545526908fa4bffb6aaded5018f51e30761f",""
"sql/2026-08-13_add_scorecard_version_management.sql","main_only_change","Business reviews and coaching","unchanged","added","false","false","Preserved pending release decision","ff1a78a5b1c9c609a4104cd6046ad7b30c43dacd",""
"sql/2026-08-13_sync_scorecard_priority_library_items.sql","main_only_change","Business reviews and coaching","unchanged","added","false","false","Preserved pending release decision","3ecb694213263dec6be195d72b97a9a4922af01a",""
"sql/2026-08-24_add_user_training_assignments.sql","redesign_only_change","Database migrations","added","unchanged","false","false","Preserved pending release decision","","a91367f5200c2be774b53ae122fb43e7ddb34ffb"
"src/app/admin/discovery/preview/[nodeId]/page.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","40ba04ea27820af9d9be320874f23d05a6d497ba","40ba04ea27820af9d9be320874f23d05a6d497ba"
"src/app/api/admin/coach-rosters/route.ts","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","dde68a51bc25a4132e920a37fb337c29624db9ca","fd73352e3dc4f069b5b9064b783d8bf70a7ef7ac"
"src/app/api/admin/course-builder/nodes/[nodeId]/audience/route.ts","redesign_only_change","Other application changes","modified","unchanged","false","false","Preserved pending release decision","8c875fe1bb344b6a8b203d6acdff5c75b083c676","447a999ee99ea83fac65946219c163abebff3605"
"src/app/api/admin/create-user/route.ts","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","e31c1aa528476c01ce2d1ea593ee71f22ddfa7e6","e31c1aa528476c01ce2d1ea593ee71f22ddfa7e6"
"src/app/api/admin/discovery/find/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","3e7b2867db172ebabc85c9c2cb536493b68d6afa","3e7b2867db172ebabc85c9c2cb536493b68d6afa"
"src/app/api/admin/discovery/guide/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","4d664039649b7ccc8ff75778bbb4c1da706088ba","4d664039649b7ccc8ff75778bbb4c1da706088ba"
"src/app/api/admin/discovery/jobs/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","11bca50ed1d196834e936e978a829b2cce41a494","11bca50ed1d196834e936e978a829b2cce41a494"
"src/app/api/admin/discovery/preview/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","16dd5009ebd053c643592434398aef6851577740","16dd5009ebd053c643592434398aef6851577740"
"src/app/api/admin/discovery/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","2b93f60db67b28ddbc58807c0615b2de8d768922","2b93f60db67b28ddbc58807c0615b2de8d768922"
"src/app/api/admin/discovery/search/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","dba0a83fe82eb7c80ebbfe0338060a5afd49b5f9","dba0a83fe82eb7c80ebbfe0338060a5afd49b5f9"
"src/app/api/admin/list-users/route.ts","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","f7313b9df8a8917d8de21a5650664b1eab3b1aa8","1182d147986c7ccb020d7b940a184032ab8e63d8"
"src/app/api/admin/ninety-day/route.ts","both_changed_differently","90-day programme","added","added","true","false","Preserved pending release decision","accb2d65a1fcfcf25d57b957a8ee01b9928c1a1f","e03a7a2df54867b14957f6accc0c6eae8aa29524"
"src/app/api/admin/resources/placements/route.ts","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","57add01b263cf0d6d1eb9089fd22f29772180132","60bbc3179e509ead28330efb457d50eb07f5792d"
"src/app/api/admin/system-scorecard-library/route.ts","main_only_change","Business reviews and coaching","unchanged","added","false","false","Preserved pending release decision","51bd99075a1b8b96519cdbf587b9592d79afbb96",""
"src/app/api/admin/users/[userId]/pause/route.ts","main_only_change","Member pauses","unchanged","added","false","false","Preserved pending release decision","5b9f250b46c09626a36c3a620f33180983ca32cc",""
"src/app/api/admin/users/[userId]/promote/route.ts","both_changed_differently","Other application changes","added","added","true","false","Preserved pending release decision","8cff1de57307ba1da52286078110d16719a102f7","fdb42a581d010414ff8a26d26bbdd1c6535e254e"
"src/app/api/admin/users/[userId]/route.ts","redesign_only_change","Other application changes","modified","unchanged","true","false","Preserved pending release decision","97eb2e8c59a6131883ef0eb368b7bc1ee7682cd0","ff108957e5d5e188637a4a0213f85ae7659cddee"
"src/app/api/admin/users/route.ts","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","69c682139e09025f79d8862ec027394cab8b3c2f","69c682139e09025f79d8862ec027394cab8b3c2f"
"src/app/api/business-reviews/[reviewId]/foundation-scorecard/route.ts","main_only_change","Business reviews and coaching","unchanged","added","false","false","Preserved pending release decision","6e3717f82c74a5c514254e85e476f06e5f51a99a",""
"src/app/api/business-reviews/[reviewId]/system-priorities/route.ts","main_only_change","Business reviews and coaching","unchanged","modified","false","false","Preserved pending release decision","6d3bad9023f31606dbd2ae85fb1ae2057a7c2818","9803e49a79b0295b80228f10be2ac9522bf20a9d"
"src/app/api/business-reviews/[reviewId]/system-ratings/route.ts","main_only_change","Business reviews and coaching","unchanged","modified","false","false","Preserved pending release decision","a976c48ba9a8153340f93cbf670103f72ce7ef60","74f2ec2120e0d94970959c3757fc6e26b78e0011"
"src/app/api/business-reviews/route.ts","main_only_change","Business reviews and coaching","unchanged","modified","false","false","Preserved pending release decision","c1d1c4a2233befb322f444df3c9a79db6fcf3e35","ea7acf461c36a88184a7a358c92033cd49ea245c"
"src/app/api/coach-resource-suggestions/route.ts","already_on_main_identical","Other application changes","added","added","true","false","Preserved pending release decision","bf6362c1505880947f89a2ee9a47d164e59fe8f5","bf6362c1505880947f89a2ee9a47d164e59fe8f5"
"src/app/api/coach/workspace-students/route.ts","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","df4229b37dfac8c5ecb8ad9497f4d5fc93697cdf","c6bb15ba8d0abe460dd18e221c7fb786808be92b"
"src/app/api/courses/[courseSlug]/route.ts","redesign_only_change","Other application changes","modified","unchanged","true","false","Preserved pending release decision","e2cff0c2cb24daf347cce13c39ebfff675a30361","b229ac790851c83a1c8462f6fea3e15379ce4c0c"
"src/app/api/cron/maintain-discovery/route.ts","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","c2369e7907173d1bd73db7c96adcdce1796a6045","c2369e7907173d1bd73db7c96adcdce1796a6045"
"src/app/api/cron/sync-podcasts/route.ts","both_changed_differently","Other application changes","modified","modified","true","false","Preserved pending release decision","17cfb1e5ab01844e2e31931ed0d63f3a1b350e21","4483c70893155f390fc31d3b223fcee2854cf115"
"src/app/api/cron/sync-resource-thumbnails/route.ts","redesign_only_change","Resource thumbnails","added","unchanged","false","false","Preserved pending release decision","","7cea8c66c69ad8671e14185560e142ea4f9687b5"
"src/app/api/discovery/catalogue/route.ts","redesign_only_change","Discovery","added","unchanged","true","false","Preserved pending release decision","","f0b92ace3c0936a483b4f8c2d709740799257253"
"src/app/api/discovery/events/route.ts","redesign_only_change","Discovery","added","unchanged","true","false","Preserved pending release decision","","e8cd478ecfbb928ca5323ccd1da904cc6d5eb2da"
"src/app/api/discovery/preferences/route.ts","redesign_only_change","Discovery","added","unchanged","true","false","Preserved pending release decision","","e2bdaf028586e7de22c2248eccf052ca092eb5c3"
"src/app/api/home/search/route.ts","redesign_only_change","Discovery","added","unchanged","true","false","Preserved pending release decision","","673b43aa458f8faff0f4b048292ed3dad564fd62"
"src/app/api/nodes/[nodeId]/blocks/route.ts","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","34a2cd57bd4be306f65f67301f7e89a6baa1c885","34a2cd57bd4be306f65f67301f7e89a6baa1c885"
"src/app/api/resources/upload/route.ts","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","935602105d0d0efb014e2d8c5e62c5e2e41c4754","935602105d0d0efb014e2d8c5e62c5e2e41c4754"
"src/app/api/training-assignments/route.ts","redesign_only_change","Training assignment","added","unchanged","false","false","Preserved pending release decision","","daeaba7eda226afd75e8aa98858094a0086ed9b5"
"src/app/assistant-library/layout.tsx","redesign_only_change","Other application changes","modified","unchanged","false","false","Preserved pending release decision","1da5f199933832b00f3ebd27ef79270394cb8e68","ecab6a4496c9ad3dab24a25d0207204d89579560"
"src/app/business-review-prep/layout.tsx","redesign_only_change","Business reviews and coaching","added","unchanged","false","false","Preserved pending release decision","","4dd506115a17fa16bc323a79916aca90cef8edfc"
"src/app/courses/layout.tsx","redesign_only_change","Other application changes","added","unchanged","false","false","Preserved pending release decision","","5ac3ee10be4815a995c0f91183aee14708a1b8e2"
"src/app/dashboard/page.tsx","redesign_only_change","Member UI and homepage","modified","unchanged","false","false","Preserved pending release decision","2cc63a574d632ade6926311bb59e88efb0ea2d1c","a990d7695efc571ace36a00e4dc064cc45798d1d"
"src/app/discover/page.tsx","redesign_only_change","Discovery","added","unchanged","true","false","Preserved pending release decision","","e94c3d273b3d8a9d9adf0d64aeb72fbb552f0b06"
"src/app/home/hub/page.tsx","redesign_only_change","Member UI and homepage","added","unchanged","false","false","Preserved pending release decision","","4100c89e1719c43a01ddac5ea518aaf9ee5ac8eb"
"src/app/home/layout.tsx","already_on_main_identical","Member UI and homepage","added","added","false","false","Preserved pending release decision","7cb42bb1de2c140483aece1dc19279fe397a3dad","7cb42bb1de2c140483aece1dc19279fe397a3dad"
"src/app/home/momentum/page.tsx","redesign_only_change","Member UI and homepage","added","unchanged","false","false","Preserved pending release decision","","0696d261604ed80c22c6102f1f88b1301a697add"
"src/app/home/ninety-day/page.tsx","already_on_main_identical","Member UI and homepage","added","added","true","false","Preserved pending release decision","89bc2a786e602927239cbb89722c293d1ca3db84","89bc2a786e602927239cbb89722c293d1ca3db84"
"src/app/home/onepage/page.tsx","redesign_only_change","Member UI and homepage","added","unchanged","false","false","Preserved pending release decision","","9e087d58a3c02ab6c46aa4f01d43a7495aaa78f7"
"src/app/home/page.tsx","redesign_only_change","Member UI and homepage","added","unchanged","true","false","Preserved pending release decision","","e346861d1d219a14f828da146e092b74ed4c8ea3"
"src/app/legends-library/[...slugParts]/page.tsx","main_only_change","Other application changes","unchanged","added","false","false","Preserved pending release decision","9e71c5c8fd3c35f8f54482fa1d5fbe51823bbc04",""
"src/app/legends-library/layout.tsx","main_only_change","Other application changes","unchanged","added","false","false","Preserved pending release decision","8ca12892a8e4b455efa460d618f10057cef97ca9",""
"src/app/legends-library/page.tsx","main_only_change","Other application changes","unchanged","added","false","false","Preserved pending release decision","7161b45adcae8765e283d8ea0dd81f58fdd533d0",""
"src/app/library/layout.tsx","redesign_only_change","Other application changes","modified","unchanged","false","false","Preserved pending release decision","0c616103eb4258049054d739959500afa5977761","db173458e3341553efc8ded3f955b4aece1e94d4"
"src/app/login/LoginClient.tsx","redesign_only_change","Access and routing","modified","unchanged","false","false","Preserved pending release decision","4d854fcd8c5313397359274855e1ac0a4fb714e5","6f8a8e9852906089e747f023ef41714845cdf331"
"src/app/page.tsx","redesign_only_change","Access and routing","modified","unchanged","false","false","Preserved pending release decision","e65d3e6674cf844e89b3576cb99e05eb99574f8f","9e0718ed89b16cbc7aa27f1a03d000876c6797e9"
"src/app/r/[id]/route.ts","both_changed_differently","Other application changes","modified","modified","true","false","Preserved pending release decision","fb37e9e1b3840986262f704fcf8bd48c4d6a4bfb","df843014f00096fe044f4862dc8481268ce6c5ae"
"src/app/reset-password/ResetPasswordClient.tsx","redesign_only_change","Access and routing","modified","unchanged","false","false","Preserved pending release decision","7bff1f1ccb09a80c39cb480264745d4b85f37999","f5e5763f3dd09fc84f7bf3effa83f3feafd8e0fa"
"src/app/resources/layout.tsx","redesign_only_change","Other application changes","added","unchanged","false","false","Preserved pending release decision","","699dfea6482f194cee6b1a8a04558be81fd5c869"
"src/app/resources/page.tsx","redesign_only_change","Other application changes","modified","unchanged","false","false","Preserved pending release decision","47431452bd7652277a7f1d0efac8450cd8876e1d","f1c391a7d8844fb1f435d13afe4cef0e64deff9a"
"src/app/tracker/layout.tsx","redesign_only_change","Member UI and homepage","added","unchanged","false","false","Preserved pending release decision","","40aaf55e82ff768735608b916729733f02fb8aa9"
"src/app/tracker/page.tsx","redesign_only_change","Member UI and homepage","modified","unchanged","false","false","Preserved pending release decision","8e4c3922cf3e7f9fce93f9f164eadfa2f9a631d2","a20ca470e3c735e6f0040ddb7af3fa8039713dfc"
"src/components/KpiTracker.tsx","redesign_only_change","Member UI and homepage","modified","unchanged","true","false","Preserved pending release decision","061b15f440dc2cec007cc5ff029d32d30217d402","2a01647e0ecb195a1879d17edd45f9d957a025cc"
"src/components/MemberThemeRegistry.tsx","redesign_only_change","Member UI and homepage","added","unchanged","false","false","Preserved pending release decision","","a3dd73c79bf2826b5bb209f13a0956f068f18998"
"src/components/StudentStatusOverview.tsx","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","e8509e618b78371ce203dbb597f308c698e53f6c","03006b7affb7975fcc84b31c5db0ae4f6193681f"
"src/components/admin/AddUserForm.tsx","both_changed_differently","Other application changes","modified","modified","true","false","Preserved pending release decision","22772c300b280c926eba7c85f31e2c7625ae0ed7","0b937c5413f5947e92e1714447f71ded620b3548"
"src/components/admin/AdminPageShell.tsx","both_changed_differently","Other application changes","modified","modified","true","false","Preserved pending release decision","260faa33c16dcac965e1cd43fbd5f1af2fb5fbcf","e53a2027eb98813f3fd473443270c8b8eb2132b0"
"src/components/admin/AssignCoachPanel.tsx","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","e7278cbb77c56d3e1e8d8c37c0fca2a96a3b7641","c6b6d5ce6989a83631603bb01c52c4aaa80c73d1"
"src/components/admin/CoachRosters.tsx","main_only_change","Other application changes","unchanged","modified","false","false","Preserved pending release decision","f6de906e8e091a3e6070e4da69be01363dae8689","2891bf7044b38507fef66633dc5ce424f9071d6c"
"src/components/admin/NinetyDayAdmin.tsx","both_changed_differently","90-day programme","added","added","true","false","Preserved pending release decision","d2210e11551b79fddc068a36c60590012038a196","0f74e996adf20ee3ebc18a9f0ccfe69279992c51"
"src/components/admin/ResourceLibraryAdmin.tsx","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","c1d408942498c464e5abcd1de94d7ebaa48f71b9","c1d408942498c464e5abcd1de94d7ebaa48f71b9"
"src/components/admin/StudentOverviewNew.tsx","both_changed_differently","Other application changes","modified","modified","true","false","Preserved pending release decision","28d06cce737b09e1f977ee4ba55834b8c1a3ecd4","c650498fc689ab8bb890860119df1312abb59361"
"src/components/admin/SystemScorecardLibraryAdmin.tsx","main_only_change","Business reviews and coaching","unchanged","added","false","false","Preserved pending release decision","103861c7a5a761ed46280166db32f6339a8a5ba1",""
"src/components/admin/UserProfilesAdmin.tsx","both_changed_differently","Other application changes","modified","modified","true","false","Preserved pending release decision","f38b78b43f817908fa6bff39ac35f836c63bd39e","567d7909c0fbf61f95475ee593f1bcb3465979ef"
"src/components/admin/courseEditor/Sidebar/Properties.tsx","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","6ae4019ec8efebaa481bbea1f6239cf4f23d8afb","6ae4019ec8efebaa481bbea1f6239cf4f23d8afb"
"src/components/admin/courseEditor/index.tsx","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","854c61749023e54bd3c7754f4c78ced2b9dbb216","854c61749023e54bd3c7754f4c78ced2b9dbb216"
"src/components/admin/courseEditor/state/editorStore.tsx","already_on_main_identical","Other application changes","modified","modified","true","false","Preserved pending release decision","267a6e09fc776c9927f1b473f8f7ae3b5a80c118","267a6e09fc776c9927f1b473f8f7ae3b5a80c118"
"src/components/admin/discovery/CategoryCoverage.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","572e4e0f8a3516c5abac54b4891b2f7998108927","572e4e0f8a3516c5abac54b4891b2f7998108927"
"src/components/admin/discovery/DiscoveryAdminPanel.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","2c9c708ef91c9271ac3159f40c7955db3c4fa536","2c9c708ef91c9271ac3159f40c7955db3c4fa536"
"src/components/admin/discovery/DiscoveryBulkBar.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","86747ef914fc55a7bad606ae66e43d6981e34448","86747ef914fc55a7bad606ae66e43d6981e34448"
"src/components/admin/discovery/DiscoveryCategories.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","547b000ec2cc0a943fcb1555ebbb076cd2770e17","547b000ec2cc0a943fcb1555ebbb076cd2770e17"
"src/components/admin/discovery/DiscoveryDuplicatePanel.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","a2148bba0ab1cb9101fa25f5d902eae6f871a84a","a2148bba0ab1cb9101fa25f5d902eae6f871a84a"
"src/components/admin/discovery/DiscoveryFloatingBar.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","da09cbc65aca9b58d8faa40bd18a8df4070208a5","da09cbc65aca9b58d8faa40bd18a8df4070208a5"
"src/components/admin/discovery/DiscoveryHelpDrawer.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","26eae194c1ea3d74fc806b73d68e43e6929f13f2","26eae194c1ea3d74fc806b73d68e43e6929f13f2"
"src/components/admin/discovery/DiscoveryOutcome.tsx","already_on_main_identical","Discovery","added","added","true","false","Preserved pending release decision","951fcb091a0b425daa4fe5a4b08c10f0e7f14aec","951fcb091a0b425daa4fe5a4b08c10f0e7f14aec"
